,Unnamed: 0,X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,ΔValue
965,965,None,2022-06-06 16:41:42,2022-06-03,SGMO,"SANGAMO THERAPEUTICS, INC",Markels John,Dir,Purchase,$3.69,"+6,784.00","32,484.00",26.4%,"+$25,028.89"
1100,1100,M,2022-06-03 16:16:11,2022-06-02,TRIQ,"TRAQIQ, INC.",Sikka Ajay,"Dir,President and CEO10%",Purchase,$3.08,"+5,416.50","2,052,948.00",0.26%,"+$16,671.95"
1116,1116,None,2022-06-03 16:00:45,2022-06-02,KOSS,KOSS CORP,Sweasy William Jesse,Dir,Purchase,$7.30,"+2,847.00","20,000.00",16.6%,"+$20,783.10"
83,83,None,2022-06-23 17:53:16,2022-06-01,FSLY,"Fastly, Inc.",Daniels Richard Devon,Dir,Purchase,$12.75,"+5,000.00","31,014.00",19.22%,"+$63,750.00"
1041,1041,None,2022-06-03 16:18:29,2022-06-01,SGMO,"SANGAMO THERAPEUTICS, INC",PARKER H STEWART,Dir,Purchase,$3.60,"+5,000.00","48,700.00",11.44%,"+$17,996.00"
1101,1101,M,2022-06-03 16:18:19,2022-06-01,TRIQ,"TRAQIQ, INC.",Soni Sandeep,"President, Kringle",Purchase,$173.44,+160.00,"191,267.00",0.08%,"+$27,750.00"
1111,1111,None,2022-06-03 21:53:38,2022-06-01,NO SYMBOL,"Sunnyside Bancorp, Inc.",Silber Moshe Mark,"Dir,10%,other",Purchase,$20.25,"+773,464.00","773,464.00",0%,"+$15,662,646.00"
1175,1175,None,2022-06-02 08:55:21,2022-06-01,NRXP,"NRX Pharmaceuticals, Inc.",Javitt Jonathan C,"Dir,Chief Scientist10%",Purchase,$58.00,"+100,000.00","14,868,329.00",0.68%,"+$5,800,000.00"
1179,1179,None,2022-06-02 06:10:17,2022-06-01,NAOV,"NanoVibronix, Inc.",Cassirer Aurora,Dir,Purchase,$0.69,"+2,000.00","2,000.00",0%,"+$1,380.00"
1204,1204,None,2022-06-02 16:02:50,2022-06-01,SCVL,SHOE CARNIVAL INC,Tomm Charles B.,Dir,Purchase,$26.90,"+4,000.00","23,324.00",20.7%,"+$107,600.00"
1217,1217,None,2022-06-02 16:41:11,2022-06-01,KOSS,KOSS CORP,Sweasy William Jesse,Dir,Purchase,$6.96,"+17,153.00","17,153.00",0%,"+$119,384.88"
678,678,None,2022-06-14 10:38:37,2022-06-10,MSPR,"MSP Recovery, Inc.",HAWKINS THOMAS W,Dir,Purchase,$1.08,"+50,000.00","60,000.00",500%,"+$54,145.00"
926,926,None,2022-06-09 19:00:44,2022-06-08,MSPR,"MSP Recovery, Inc.",Ruiz John Hasan,"Dir,Chief Executive Officer10%",Purchase,$1.15,"+15,000.00","65,534.00",29.68%,"+$17,250.00"
1197,1197,None,2022-06-02 20:00:41,2022-06-01,IOVA,"IOVANCE BIOTHERAPEUTICS, INC.",Vogt Frederick G,Interim CEO & General Counsel,Purchase,$6.44,"+1,000.00","1,000.00",0%,"+$6,440.00"
1055,1055,None,2022-06-03 16:57:22,2022-05-31,IHT,INNSUITES HOSPITALITY TRUST,WIRTH JAMES F,President/Chairman/CEO10%,Purchase,"$10,861.50","+5,000.00","5,881,683.00",0.09%,"+$54,307,500.00"
1117,1117,None,2022-06-03 16:57:19,2022-05-31,IHT,INNSUITES HOSPITALITY TRUST,Chase JR,other,Purchase,"$10,405.92","+5,000.00","29,657.00",20.28%,"+$52,029,600.00"
1155,1155,M,2022-06-02 16:25:56,2022-05-31,CYH,COMMUNITY HEALTH SYSTEMS INC,Ely James S. III,Dir,Purchase,$5.08,"+50,000.00","306,289.00",19.51%,"+$253,810.00"
1167,1167,M,2022-06-02 20:03:59,2022-05-31,IOVA,"IOVANCE BIOTHERAPEUTICS, INC.",MCPEAK MERRILL A,Dir,Purchase,$6.82,"+20,000.00","238,783.00",9.14%,"+$136,400.00"
1169,1169,M,2022-06-02 20:01:53,2022-05-31,IOVA,"IOVANCE BIOTHERAPEUTICS, INC.",WEISER MICHAEL,Dir,Purchase,$6.80,"+10,000.00","141,116.00",7.63%,"+$67,978.13"
1186,1186,None,2022-06-02 20:02:55,2022-05-31,IOVA,"IOVANCE BIOTHERAPEUTICS, INC.",Maynard Ryan D,Dir,Purchase,$6.75,"+7,500.00","7,500.00",0%,"+$50,587.50"
1195,1195,M,2022-06-02 19:59:13,2022-05-31,IOVA,"IOVANCE BIOTHERAPEUTICS, INC.",Rothbaum Wayne P.,Dir,Purchase,$6.60,"+1,000,000.00","8,067,333.00",14.15%,"+$6,600,050.00"
1228,1228,None,2022-06-02 18:51:37,2022-05-31,MSPR,"MSP Recovery, Inc.",Ruiz John Hasan,"Dir,Chief Executive Officer10%",Purchase,$1.35,"+50,534.00","50,534.00",0%,"+$68,382.61"
1252,1252,M,2022-06-01 21:32:38,2022-05-31,MIST,Milestone Pharmaceuticals Inc.,TRUEX PAUL F,Dir,"OptionEx,Purchase",$1.76,"+81,780.00","81,780.00",0%,"+$143,795.12"
1282,1282,None,2022-06-01 13:02:25,2022-05-31,CWGL,"Crimson Wine Group, Ltd",Rollins Colby A.,Dir,Purchase,$7.57,"+1,000.00","1,000.00",0%,"+$7,570.00"
1312,1312,None,2022-06-01 15:01:26,2022-05-31,RYN,RAYONIER INC,MOORE MERIDEE,Dir,Purchase,$41.26,"+12,000.00","83,440.14",16.8%,"+$495,148.80"
627,627,M,2022-06-14 16:42:24,2022-06-10,GBTG,"Global Business Travel Group, Inc.",Bush James Peter,Dir,Purchase,$7.05,"+5,000.00","5,000.00",0%,"+$35,231.35"
659,659,M,2022-06-14 16:41:18,2022-06-10,GBTG,"Global Business Travel Group, Inc.",Abbott Paul G,"Dir,Chief Executive Officer",Purchase,$6.92,"+17,739.00","17,739.00",0%,"+$122,676.18"
1141,1141,None,2022-06-02 16:02:14,2022-06-01,AVDL,AVADEL PHARMACEUTICALS PLC,Glass Geoffrey Michael,Dir,Purchase,$2.14,"+45,000.00","110,700.00",68.49%,"+$96,300.00"
954,954,M,2022-06-08 20:22:22,2022-05-31,GBTG,"Global Business Travel Group, Inc.",ARES MANAGEMENT LLC,10%,Purchase,$8.53,"+425,568.00","8,675,568.00",5.16%,"+$3,628,865.98"
1241,1241,M,2022-06-01 18:59:50,2022-05-31,AVDL,AVADEL PHARMACEUTICALS PLC,Ende Eric J,Dir,Purchase,$2.23,"+35,000.00","134,900.00",35.04%,"+$77,890.00"
1244,1244,None,2022-06-01 13:52:54,2022-05-27,TGI,TRIUMPH GROUP INC,Keating Neal J,Dir,Purchase,$15.47,"+8,000.00","9,080.00",740.74%,"+$123,760.00"
1261,1261,M,2022-06-01 19:00:17,2022-05-27,EVLO,"Evelo Biosciences, Inc.",Flagship Ventures Fund IV General Partner LLC,10%,Purchase,$1.46,"+27,397,259.00","50,427,328.00",118.96%,"+$39,999,998.14"
1269,1269,M,2022-06-01 16:32:56,2022-05-27,UA,"Under Armour, Inc.",Gibbs David W,Dir,Purchase,$9.50,"+50,000.00","84,092.53",146.66%,"+$474,817.50"
1283,1283,M,2022-06-01 16:06:51,2022-05-27,GBTG,"Global Business Travel Group, Inc.",Apollo Principal Holdings III GP Ltd,10%,"Purchase,J",$0.90,"+22,345,250.00","22,345,250.00",0%,"+$20,000,000.00"
1301,1301,M,2022-06-01 16:01:27,2022-05-27,RNAZ,"Transcode Therapeutics, Inc.",Dudley Robert Michael,"Dir,Chief Executive Officer10%",Purchase,$1.85,"+30,000.00","873,114.00",3.56%,"+$55,383.00"
1313,1313,None,2022-05-31 07:12:07,2022-05-27,AVDL,AVADEL PHARMACEUTICALS PLC,Thornton Peter J.,Dir,Purchase,$1.69,"+50,000.00","83,055.00",151.26%,"+$84,500.00"
1314,1314,None,2022-05-31 07:13:23,2022-05-27,AVDL,AVADEL PHARMACEUTICALS PLC,Divis Gregory J,"Dir,Chief Executive Officer",Purchase,$2.05,"+50,000.00","149,100.00",50.45%,"+$102,500.00"
1315,1315,None,2022-05-31 07:14:47,2022-05-27,AVDL,AVADEL PHARMACEUTICALS PLC,Ende Eric J,Dir,Purchase,$2.45,"+15,000.00","99,900.00",17.67%,"+$36,747.00"
1316,1316,None,2022-05-31 07:15:45,2022-05-27,AVDL,AVADEL PHARMACEUTICALS PLC,MCHUGH THOMAS S,Chief Financial Officer,Purchase,$2.14,"+50,000.00","71,500.00",232.56%,"+$106,895.00"
1317,1317,None,2022-05-31 07:17:03,2022-05-27,AVDL,AVADEL PHARMACEUTICALS PLC,Palczuk Linda,Dir,Purchase,$1.60,"+10,000.00","47,900.00",26.39%,"+$16,000.00"
1371,1371,None,2022-05-31 16:07:15,2022-05-27,EVLO,"Evelo Biosciences, Inc.",Epstein David R,Dir,Purchase,$1.46,"+17,123.00","84,080.00",25.57%,"+$24,999.58"
1389,1389,None,2022-05-31 16:11:14,2022-05-27,EVLO,"Evelo Biosciences, Inc.",Darzi Lord Ara,Dir,Purchase,$1.46,"+342,465.00","342,465.00",0%,"+$499,998.90"
1390,1390,None,2022-05-31 16:15:27,2022-05-27,EVLO,"Evelo Biosciences, Inc.",McHale Duncan,Chief Medical Officer,Purchase,$1.46,"+34,246.00","34,246.00",0%,"+$49,999.16"
447,447,M,2022-06-16 17:04:09,2022-06-15,SBEV,"SPLASH BEVERAGE GROUP, INC.",Nistico Robert,"Dir,CEO and Chairman",Purchase,$1.72,"+4,000.00","1,327,070.00",0.3%,"+$6,876.85"
808,808,None,2022-06-13 14:19:05,2022-06-10,CBSH,COMMERCE BANCSHARES INC,BRAUER BLACKFORD F,Dir,Purchase,$65.85,"+5,000.00","11,027.00",82.96%,"+$329,272.00"
1378,1378,M,2022-05-31 16:05:33,2022-05-26,SBEV,"SPLASH BEVERAGE GROUP, INC.",Nistico Robert,"Dir,CEO and Chairman",Purchase,$2.00,"+11,000.00","1,321,070.00",0.84%,"+$22,030.00"
1403,1403,None,2022-05-31 14:42:12,2022-05-26,CBSH,COMMERCE BANCSHARES INC,BRAUER BLACKFORD F,Dir,Purchase,$68.31,"+5,000.00","6,027.00",486.85%,"+$341,561.50"
1442,1442,M,2022-05-27 17:13:30,2022-05-26,CVLG,"COVENANT LOGISTICS GROUP, INC.",KRAMER D MICHAEL,Dir,Purchase,$20.91,+100.00,"12,756.00",0.79%,"+$2,091.00"
1449,1449,None,2022-05-27 13:37:38,2022-05-26,GMBL,"ESPORTS ENTERTAINMENT GROUP, INC.",JOHNSON GRANT,"Dir,Chief Executive Officer",Purchase,$0.38,"+50,000.00","3,403,334.00",1.49%,"+$18,835.00"
1462,1462,None,2022-05-27 09:31:57,2022-05-26,CATC,CAMBRIDGE BANCORP,Gerlin Simon R,Dir,Purchase,$83.65,+118.00,"4,389.00",2.76%,"+$9,870.70"
1547,1547,None,2022-05-26 12:54:05,2022-05-26,NMZ,NUVEEN MUNICIPAL HIGH INCOME OPPORTUNITY FUND,MOSCHNER ALBIN F,other,Purchase,$12.33,"+1,500.00","1,500.00",0%,"+$18,495.00"
307,307,None,2022-06-17 12:51:46,2022-06-16,MLSS,MILESTONE SCIENTIFIC INC.,GOLDMAN NEAL I,Dir,Purchase,$0.75,"+9,720.00","1,195,934.00",0.82%,"+$7,290.00"
312,312,None,2022-06-17 09:14:27,2022-06-16,PKOH,PARK OHIO HOLDINGS CORP,WERT JAMES W,Dir,Purchase,$14.86,"+2,000.00","94,382.00",2.16%,"+$29,728.20"
515,515,None,2022-06-15 17:20:01,2022-06-15,MLSS,MILESTONE SCIENTIFIC INC.,GOLDMAN NEAL I,Dir,Purchase,$0.80,"+5,270.00","1,186,214.00",0.45%,"+$4,216.00"
421,421,M,2022-06-16 18:50:22,2022-06-14,HRT,HireRight Holdings Corp,STONE POINT CAPITAL LLC,"Dir,10%",Purchase,$14.83,"+824,156.00","588,076.00",-349.1%,"+$12,218,759.70"
514,514,M,2022-06-15 11:44:32,2022-06-13,MLSS,MILESTONE SCIENTIFIC INC.,GOLDMAN NEAL I,Dir,"Grant,Purchase",$0.81,"+41,071.00","1,180,944.00",3.6%,"+$33,466.56"
599,599,M,2022-06-14 11:06:14,2022-06-09,HRT,HireRight Holdings Corp,STONE POINT CAPITAL LLC,"Dir,10%",Purchase,$14.71,"+650,834.00","561,737.00",-730.48%,"+$9,574,563.65"
956,956,None,2022-06-08 16:13:58,2022-06-06,HRT,HireRight Holdings Corp,DZIALGA MARK F,Dir,Purchase,$15.44,"+6,805.00","31,914.00",27.1%,"+$105,069.20"
273,273,M,2022-06-21 14:00:23,2022-06-03,HRT,HireRight Holdings Corp,Carey James D,Dir,Purchase,$14.78,"+1,504,981.00","18,405,482.00",8.9%,"+$22,241,361.90"
1027,1027,M,2022-06-06 07:46:21,2022-06-03,MGTX,MeiraGTx Holdings plc,Zeldin Robert K,CHIEF MEDICAL OFFICER,Purchase,$7.90,"+5,000.00","5,000.00",0%,"+$39,499.94"
991,991,M,2022-06-06 15:11:50,2022-06-02,HRT,HireRight Holdings Corp,DZIALGA MARK F,Dir,"OptionEx,Purchase",$12.37,"+25,109.00","25,109.00",0%,"+$310,674.32"
1160,1160,None,2022-06-02 17:38:14,2022-06-01,MLSS,MILESTONE SCIENTIFIC INC.,GOLDMAN NEAL I,Dir,Purchase,$0.89,"+54,851.00","1,139,873.00",5.06%,"+$48,817.39"
1180,1180,M,2022-06-02 18:50:05,2022-05-31,HRT,HireRight Holdings Corp,STONE POINT CAPITAL LLC,"Dir,10%",Purchase,$14.56,"+106,642.00","539,979.00",24.61%,"+$1,552,421.84"
1413,1413,None,2022-05-27 11:29:46,2022-05-25,CCL,CARNIVAL CORP,WEISENBURGER RANDALL J,Dir,Purchase,$11.76,"+100,000.00","870,950.32",12.97%,"+$1,175,500.00"
1414,1414,None,2022-05-27 11:31:19,2022-05-25,CUK,CARNIVAL PLC,WEISENBURGER RANDALL J,Dir,Purchase,$11.76,"+100,000.00","870,950.32",12.97%,"+$1,175,500.00"
1434,1434,None,2022-05-27 12:02:33,2022-05-25,MLSS,MILESTONE SCIENTIFIC INC.,GOLDMAN NEAL I,Dir,Purchase,$0.89,"+13,208.00","1,085,022.00",1.23%,"+$11,755.12"
1439,1439,None,2022-05-27 12:05:57,2022-05-25,PKOH,PARK OHIO HOLDINGS CORP,WERT JAMES W,Dir,Purchase,$14.00,+692.00,"87,382.00",0.8%,"+$9,688.00"
1452,1452,M,2022-05-27 18:34:05,2022-05-25,HRT,HireRight Holdings Corp,STONE POINT CAPITAL LLC,"Dir,10%",Purchase,$14.08,"+237,093.00","536,570.00",79.17%,"+$3,338,713.68"
1456,1456,M,2022-05-27 14:05:01,2022-05-25,ENSC,"Ensysce Biosciences, Inc.",Kirkpatrick Lynn,"Dir,Chief Executive Officer",Purchase,$0.50,"+97,000.00","381,851.00",34.05%,"+$48,298.50"
1470,1470,None,2022-05-27 17:37:41,2022-05-25,TTD,"Trade Desk, Inc.",WELLS DAVID B,Dir,Purchase,$45.81,"+17,500.00","106,570.00",19.65%,"+$801,675.00"
1516,1516,None,2022-05-26 10:42:50,2022-05-25,CIZN,CITIZENS HOLDING CO,Cronin Gregory E.,"Dir,Regional President",Purchase,$17.90,"+1,100.00","10,246.00",12.03%,"+$19,690.00"
1531,1531,None,2022-05-26 12:15:43,2022-05-25,SSY,SUNLINK HEALTH SYSTEMS INC,THORNTON ROBERT M JR,"Dir,CEO, Chairman and President",Purchase,$1.03,"+25,000.00","1,066,686.00",2.4%,"+$25,750.00"
1543,1543,None,2022-05-26 16:16:04,2022-05-25,CELC,Celcuity Inc.,NIGON RICHARD,Dir,Purchase,$5.94,+754.00,"111,332.00",0.68%,"+$4,482.08"
1602,1602,None,2022-05-26 16:42:42,2022-05-25,MGTX,MeiraGTx Holdings plc,Wollin Robert J,GENERAL COUNSEL AND SECRETARY,Purchase,$7.94,"+1,000.00","1,000.00",0%,"+$7,940.00"
1606,1606,None,2022-05-26 12:57:24,2022-05-25,PKG,PACKAGING CORP OF AMERICA,Harman Donna A.,Dir,Purchase,$153.21,+500.00,"2,725.00",22.47%,"+$76,604.00"
64,64,M,2022-06-24 16:59:56,2022-06-23,GLP,GLOBAL PARTNERS LP,Global GP LLC,other,Purchase,$22.51,"+10,433.00","139,634.00",8.08%,"+$234,847.65"
99,99,M,2022-06-23 16:38:06,2022-06-21,GLP,GLOBAL PARTNERS LP,Global GP LLC,other,Purchase,$22.87,"+10,400.00","129,201.00",8.75%,"+$237,854.00"
326,326,M,2022-06-17 16:48:51,2022-06-15,GLP,GLOBAL PARTNERS LP,Global GP LLC,other,Purchase,$22.36,"+21,545.00","118,801.00",22.15%,"+$481,660.70"
420,420,None,2022-06-16 21:27:23,2022-06-15,ALT,"Altimmune, Inc.",Drutz David,Dir,Purchase,$8.00,"+1,000.00","20,345.00",5.17%,"+$8,000.00"
607,607,None,2022-06-14 16:05:57,2022-06-14,RNG,"RingCentral, Inc.",Shmunis Vladimir,"Dir,CEO & Chairman",Purchase,$50.07,"+10,000.00","299,379.00",3.46%,"+$500,730.00"
618,618,None,2022-06-14 16:05:18,2022-06-13,BOC,BOSTON OMAHA Corp,Weisenburger Joshua Paul,Chief Financial Officer,Purchase,$19.05,"+1,189.00","5,000.00",31.2%,"+$22,650.45"
619,619,None,2022-06-14 16:05:32,2022-06-13,BOC,BOSTON OMAHA Corp,Royal Jeffrey C,Dir,Purchase,$19.23,"+5,000.00","10,000.00",100%,"+$96,150.00"
1178,1178,M,2022-06-02 15:48:17,2022-05-31,GLP,GLOBAL PARTNERS LP,Global GP LLC,other,Purchase,$29.71,"+33,194.00","97,256.00",51.82%,"+$986,318.40"
1534,1534,None,2022-05-26 18:40:39,2022-05-24,CHI,CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND,"MetLife Investment Management, LLC",,Purchase,$25.00,"+680,000.00","680,000.00",0%,"+$17,000,000.00"
1535,1535,M,2022-05-26 12:40:07,2022-05-24,NIC,NICOLET BANKSHARES INC,MOORE HUBERT PHILLIP JR,CFO,Purchase,$77.97,"+2,500.00","26,454.00",10.44%,"+$194,919.58"
1536,1536,M,2022-05-26 12:42:10,2022-05-24,NIC,NICOLET BANKSHARES INC,DANIELS MICHAEL E,"Dir,President & CEO",Purchase,$77.95,"+5,000.00","80,738.00",6.6%,"+$389,769.07"
1545,1545,None,2022-05-26 18:42:10,2022-05-24,CHY,CALAMOS CONVERTIBLE & HIGH INCOME FUND,"MetLife Investment Management, LLC",,Purchase,$25.00,"+740,000.00","740,000.00",0%,"+$18,500,000.00"
1550,1550,None,2022-05-26 16:02:04,2022-05-24,INSI,Insight Select Income Fund,HARVEY ELLEN D,Dir,Purchase,$16.49,+300.00,"1,800.00",20%,"+$4,947.57"
1556,1556,M,2022-05-26 18:20:22,2022-05-24,GLP,GLOBAL PARTNERS LP,Global GP LLC,other,Purchase,$28.47,"+21,726.00","64,062.00",51.32%,"+$618,641.96"
1557,1557,M,2022-05-26 17:27:08,2022-05-24,INSE,"Inspired Entertainment, Inc.",Chambrello Michael R.,Dir,Purchase,$9.92,"+20,070.00","28,296.00",243.98%,"+$199,095.10"
1564,1564,M,2022-05-26 17:01:29,2022-05-24,RNG,"RingCentral, Inc.",Shmunis Vladimir,"Dir,CEO & Chairman",Purchase,$59.52,"+20,000.00","289,379.00",7.42%,"+$1,190,442.44"
1578,1578,None,2022-05-26 16:12:08,2022-05-24,BOC,BOSTON OMAHA Corp,Weisenburger Joshua Paul,Chief Financial Officer,Purchase,$19.78,+411.00,"3,811.00",12.09%,"+$8,129.58"
1585,1585,None,2022-05-26 18:41:12,2022-05-24,CCD,Calamos Dynamic Convertible & Income Fund,"MetLife Investment Management, LLC",,Purchase,$25.00,"+440,000.00","440,000.00",0%,"+$11,000,000.00"
1594,1594,M,2022-05-26 16:04:47,2022-05-24,GVP,GSE SYSTEMS INC,Loudermilk Kyle Justin,"Dir,Chief Executive Officer & Pres",Purchase,$1.29,"+20,000.00","682,667.00",3.02%,"+$25,839.87"
1662,1662,None,2022-05-25 19:00:27,2022-05-24,ALT,"Altimmune, Inc.",Drutz David,Dir,Purchase,$4.50,"+1,200.00","19,345.00",6.61%,"+$5,400.00"
1699,1699,None,2022-05-25 16:10:20,2022-05-24,SYBX,"SYNLOGIC, INC.",JENSEN MICHAEL VANGSTED,Chief Financial Officer,Purchase,$1.12,"+9,500.00","39,500.00",31.67%,"+$10,640.00"
1715,1715,None,2022-05-25 16:24:46,2022-05-24,DAR,DARLING INGREDIENTS INC.,Adair Charles L,Dir,Purchase,$73.95,+500.00,"36,051.00",1.41%,"+$36,975.00"
110,110,M,2022-06-23 16:57:05,2022-06-21,SFE,SAFEGUARD SCIENTIFICS INC,SATTERFIELD THOMAS A JR,10%,Purchase,$14.13,"+73,374.00","1,978,278.00",3.85%,"+$1,036,585.65"
352,352,None,2022-06-17 11:51:59,2022-06-15,LAWS,"Distribution Solutions Group, Inc.",MOON MARK F,Dir,Purchase,$51.00,"+5,000.00","12,297.00",68.52%,"+$255,000.00"
603,603,M,2022-06-14 18:52:22,2022-06-10,BLIN,"Bridgeline Digital, Inc.",Kahn Roger E.,PRESIDENT AND CEO,Purchase,$1.20,"+31,481.00","69,589.00",82.61%,"+$37,668.77"
737,737,M,2022-06-13 16:05:27,2022-06-10,SFE,SAFEGUARD SCIENTIFICS INC,SATTERFIELD THOMAS A JR,10%,Purchase,$4.34,"+48,301.00","2,404,904.00",2.05%,"+$209,703.07"
1040,1040,M,2022-06-06 09:32:46,2022-06-03,LAWS,"Distribution Solutions Group, Inc.",Lanuza Cesar,President and CEO,"Purchase,Grant",$37.98,"+3,351.00","16,347.00",25.78%,"+$127,283.92"
1137,1137,M,2022-06-03 11:08:38,2022-06-02,LAWS,"Distribution Solutions Group, Inc.",Lanuza Cesar,President and CEO,Purchase,$38.40,"+4,087.00","12,786.00",46.98%,"+$156,952.01"
1138,1138,M,2022-06-03 11:13:16,2022-06-02,LAWS,"Distribution Solutions Group, Inc.",Lanuza Cesar,President and CEO,Purchase,$38.19,+210.00,"12,996.00",1.64%,"+$8,020.10"
1135,1135,M,2022-06-03 10:57:07,2022-06-01,LAWS,"Distribution Solutions Group, Inc.",Lanuza Cesar,President and CEO,Purchase,$38.08,"+2,154.00","8,376.00",34.62%,"+$82,030.30"
1136,1136,M,2022-06-03 11:00:50,2022-06-01,LAWS,"Distribution Solutions Group, Inc.",Lanuza Cesar,President and CEO,Purchase,$37.93,+323.00,"8,699.00",3.86%,"+$12,252.29"
1144,1144,M,2022-06-02 16:27:31,2022-05-31,RNWK,REALNETWORKS INC,SATTERFIELD THOMAS A JR,10%,Purchase,$0.62,"+204,736.00","5,843,688.00",3.63%,"+$126,707.08"
1145,1145,M,2022-06-02 16:36:42,2022-05-31,RNWK,REALNETWORKS INC,"Caldwell Mill Opportunity Fund, LLC",10%,Purchase,$0.62,"+204,736.00","2,593,688.00",8.57%,"+$126,707.08"
1310,1310,M,2022-06-01 14:59:01,2022-05-31,LAWS,"Distribution Solutions Group, Inc.",Lanuza Cesar,President and CEO,Purchase,$37.65,"+1,669.00","6,222.00",36.66%,"+$62,842.06"
1402,1402,M,2022-05-31 11:00:17,2022-05-27,LAWS,"Distribution Solutions Group, Inc.",Lanuza Cesar,President and CEO,Purchase,$39.39,"+1,754.00","4,553.00",62.67%,"+$69,094.84"
1504,1504,M,2022-05-27 12:06:05,2022-05-26,LAWS,"Distribution Solutions Group, Inc.",Lanuza Cesar,President and CEO,Purchase,$38.62,+300.00,"2,799.00",12%,"+$11,585.00"
1417,1417,M,2022-05-27 15:59:25,2022-05-25,RNWK,REALNETWORKS INC,"Caldwell Mill Opportunity Fund, LLC",10%,Purchase,$0.62,"+245,211.00","2,388,952.00",11.44%,"+$150,981.48"
1418,1418,M,2022-05-27 16:03:25,2022-05-25,RNWK,REALNETWORKS INC,SATTERFIELD THOMAS A JR,10%,Purchase,$0.62,"+245,211.00","5,638,952.00",4.55%,"+$150,981.48"
1429,1429,M,2022-05-27 15:59:50,2022-05-25,SFE,SAFEGUARD SCIENTIFICS INC,SATTERFIELD THOMAS A JR,10%,Purchase,$3.79,"+26,738.00","1,137,606.00",2.41%,"+$101,467.94"
1611,1611,M,2022-05-26 16:43:35,2022-05-25,LAWS,"Distribution Solutions Group, Inc.",Lanuza Cesar,President and CEO,Purchase,$38.22,"+1,800.00","2,499.00",257.51%,"+$68,800.14"
1610,1610,M,2022-05-26 16:16:19,2022-05-24,LAWS,"Distribution Solutions Group, Inc.",Lanuza Cesar,President and CEO,Purchase,$37.29,+184.00,699.00,35.73%,"+$6,861.13"
1620,1620,None,2022-05-25 19:21:26,2022-05-24,RNWK,REALNETWORKS INC,"Caldwell Mill Opportunity Fund, LLC",10%,Purchase,$0.60,"+23,741.00","2,143,741.00",1.12%,"+$14,244.60"
1617,1617,M,2022-05-25 19:16:11,2022-05-23,RNWK,REALNETWORKS INC,A. G. Family L.P.,10%,Purchase,$0.58,"+250,000.00","2,000,000.00",14.29%,"+$146,100.64"
1618,1618,None,2022-05-25 19:17:50,2022-05-23,RNWK,REALNETWORKS INC,"Tomsat Investment & Trading Co., Inc.",10%,Purchase,$0.58,"+150,000.00","600,000.00",33.33%,"+$87,000.00"
1619,1619,M,2022-05-25 19:20:21,2022-05-23,RNWK,REALNETWORKS INC,SATTERFIELD THOMAS A JR,10%,Purchase,$0.58,"+423,741.00","5,393,741.00",8.53%,"+$247,345.24"
1633,1633,M,2022-05-25 19:17:17,2022-05-23,SFE,SAFEGUARD SCIENTIFICS INC,SATTERFIELD THOMAS A JR,10%,Purchase,$3.55,"+33,258.00","1,110,868.00",3.09%,"+$118,210.68"
1667,1667,None,2022-05-25 15:58:19,2022-05-23,GBNY,"Generations Bancorp NY, Inc.",Jones Bradford M,"Dir,other",Purchase,$11.68,+261.00,"32,977.00",0.8%,"+$3,048.71"
1668,1668,None,2022-05-25 15:57:52,2022-05-23,GBNY,"Generations Bancorp NY, Inc.",Nicchi Frank,Dir,Purchase,$11.68,+240.00,"9,371.00",2.63%,"+$2,803.42"
1669,1669,None,2022-05-25 15:59:37,2022-05-23,GBNY,"Generations Bancorp NY, Inc.",Case Menzo D,"Dir,President and CEO",Purchase,$11.68,"+2,480.00","77,480.00",3.31%,"+$28,968.63"
1670,1670,None,2022-05-25 15:58:47,2022-05-23,GBNY,"Generations Bancorp NY, Inc.",Sinicropi August P,Dir,Purchase,$11.68,+240.00,"18,917.00",1.29%,"+$2,803.42"
1672,1672,M,2022-05-25 21:32:51,2022-05-23,BLIN,"Bridgeline Digital, Inc.",Kahn Roger E.,PRESIDENT AND CEO,Purchase,$1.24,"+35,137.00","38,108.00",1182.67%,"+$43,488.03"
1687,1687,M,2022-05-25 16:06:17,2022-05-23,emyb,"Embassy Bancorp, Inc.",Lobach David M Jr,"Dir,President and CEO",Purchase,$19.43,+200.00,"498,253.93",0.04%,"+$3,886.00"
1696,1696,M,2022-05-25 16:31:11,2022-05-23,NCLH,Norwegian Cruise Line Holdings Ltd.,Galbut Russell W,Dir,Purchase,$15.12,"+100,000.00","556,320.00",21.91%,"+$1,512,500.00"
1729,1729,M,2022-05-25 21:32:19,2022-05-23,KWR,QUAKER CHEMICAL CORP,Gulf Hungary Holding Korlatolt Felelossegu Tarsasag,10%,"Sale,Purchase",$0.00,0.00,"4,273,951.00",0%,-$0.00
1731,1731,None,2022-05-25 21:31:26,2022-05-23,KWR,QUAKER CHEMICAL CORP,QH Hungary Holdings Ltd,10%,Purchase,$0.00,"+63,868.00","4,236,765.00",1.53%,-$0.00
1738,1738,None,2022-05-25 15:59:09,2022-05-23,GBNY,"Generations Bancorp NY, Inc.",Aikman Cynthia S,Dir,Purchase,$11.68,+340.00,"5,776.00",6.25%,"+$3,971.51"
